"route","handler_key","domain","cross_domain","legacy_stores","app_state_reads","app_state_writes","mutation","auth_required","permission","resolution","source_file","note"
"POST /api/automatic-cash/cash-float/confirm-ticket-in-pouch","automaticCash.confirmCashFloatTicketInPouch","payments","","","","","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/cash-float/load-from-qr","automaticCash.loadCashFloatFromQr","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"GET /api/automatic-cash/settlements","automaticCash.listSettlementRecords","payments","catalog","posSettings","menuItems|posSettings|sessions|users","meta|sessions","false","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"GET /api/automatic-cash/settlements/latest","automaticCash.latestSettlementRecord","payments","catalog","posSettings","menuItems|posSettings|sessions|users","meta|sessions","false","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/settlements","automaticCash.saveSettlementRecord","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/deposit/start","automaticCash.startDeposit","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/deposit/close","automaticCash.closeDeposit","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/deposit/cancel","automaticCash.cancelDeposit","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"GET /api/automatic-cash/exchange/active","automaticCash.activeCashExchange","payments","catalog","posSettings","menuItems|posSettings|sessions|users","meta|sessions","false","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/payment/start","automaticCash.startCashPayment","payments","","","","","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"GET /api/automatic-cash/payment/:operationId/state","automaticCash.cashPaymentState","payments","catalog","posSettings","menuItems|posSettings|sessions|users","meta|sessions","false","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/payment/:operationId/complete","automaticCash.completeCashPayment","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/payment/:operationId/cancel","automaticCash.cancelCashPayment","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/exchange/start","automaticCash.startCashExchange","payments","","","","","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"GET /api/automatic-cash/exchange/:exchangeId/state","automaticCash.cashExchangeState","payments","catalog","posSettings","menuItems|meta|posSettings|sessions|users","meta|posSettings|sessions","false","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/exchange/:exchangeId/cancel","automaticCash.cancelCashExchange","payments","","","","","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/exchange/:exchangeId/confirm-deposit","automaticCash.confirmCashExchangeDeposit","payments","","","","","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/exchange/:exchangeId/execute","automaticCash.executeCashExchange","payments","","","","","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/automatic-cash/exchange/:exchangeId/confirm-removed","automaticCash.confirmCashExchangeRemoved","payments","","","","","true","true","","resolved","backend/modules/automatic-cash/automatic-cash.handlers.js",""
"POST /api/commercial-benefits/campaigns/list","commercialBenefits.listCampaigns","commerce","","","auditEvents|meta|sessions|users","auditEvents|meta|sessions","false","true","manage_settings","resolved","backend/modules/commercial-benefits/commercial-benefits.handlers.js",""
"POST /api/commercial-benefits/campaigns","commercialBenefits.createCampaign","commerce","","","auditEvents|meta|sessions|users","auditEvents|meta|sessions","true","true","manage_settings","resolved","backend/modules/commercial-benefits/commercial-benefits.handlers.js",""
"POST /api/commercial-benefits/campaigns/update","commercialBenefits.updateCampaign","commerce","","","auditEvents|meta|sessions|users","auditEvents|meta|sessions","true","true","manage_settings","resolved","backend/modules/commercial-benefits/commercial-benefits.handlers.js",""
"POST /api/commercial-benefits/coupons/update","commercialBenefits.updateCoupon","commerce","","","auditEvents|meta|sessions|users","auditEvents|meta|sessions","true","true","manage_settings","resolved","backend/modules/commercial-benefits/commercial-benefits.handlers.js",""
"POST /api/commercial-benefits/print","commercialBenefits.printCoupon","commerce","","posSettings","auditEvents|posSettings|sessions|users","auditEvents|meta|sessions","true","true","manage_settings","resolved","backend/modules/commercial-benefits/commercial-benefits.handlers.js",""
"POST /api/commercial-benefits/validate","commercialBenefits.validate","commerce","","","auditEvents|meta|sessions|users","auditEvents|meta|sessions","true","true","","resolved","backend/modules/commercial-benefits/commercial-benefits.handlers.js",""
"POST /api/commercial-benefits/release","commercialBenefits.release","commerce","","","auditEvents|meta|sessions|users","auditEvents|meta|sessions","true","true","","resolved","backend/modules/commercial-benefits/commercial-benefits.handlers.js",""
"POST /api/settings/radio","settings.radio","configuration","catalog","posSettings","auditEvents|menuItems|posSettings|sessions|users","auditEvents|meta|sessions","false","true","","resolved","backend/modules/radio/radio.handlers.js",""
"POST /api/settings/radio/save","settings.saveRadio","configuration","catalog","posSettings","auditEvents|menuItems|meta|posSettings|sessions|users","auditEvents|meta|posSettings|sessions","true","true","","resolved","backend/modules/radio/radio.handlers.js",""
"POST /api/mobile/radio/config","mobile.radioConfig","configuration","catalog","posSettings","auditEvents|menuItems|posSettings|sessions|users","auditEvents|meta|sessions","false","true","","resolved","backend/modules/radio/radio.handlers.js",""
"POST /api/mobile/radio/config/save","mobile.saveRadioConfig","configuration","catalog","posSettings","auditEvents|menuItems|meta|posSettings|sessions|users","auditEvents|meta|posSettings|sessions","true","true","","resolved","backend/modules/radio/radio.handlers.js",""
"POST /api/settings/order-workflow","settings.saveOrderWorkflow","configuration","catalog","posSettings|integration","auditEvents|integration|menuItems|meta|posSettings|sessions|users","auditEvents|integration|meta|posSettings|sessions","true","true","","resolved","backend/server.js",""
"POST /api/settings/pos/assign-bill","settings.assignBill","sales","catalog","posSettings|integration","auditEvents|integration|menuItems|posSettings|sessions|users","auditEvents|integration|meta|posSettings|sessions","true","true","collect_payments","resolved","backend/modules/payments/assign-bill.handlers.js",""
"POST /api/tables/lock/acquire","tables.lockAcquire","sales","catalog","posSettings|integration","auditEvents|integration|menuItems|posSettings|sessions|users","auditEvents|meta|posSettings|sessions","true","true","","resolved","backend/modules/tables/table-lock.handlers.js",""
"POST /api/tables/lock/heartbeat","tables.lockHeartbeat","sales","catalog","posSettings|integration","auditEvents|integration|menuItems|posSettings|sessions|users","auditEvents|meta|posSettings|sessions","true","true","","resolved","backend/modules/tables/table-lock.handlers.js",""
"POST /api/tables/lock/release","tables.lockRelease","sales","catalog","posSettings|integration","auditEvents|integration|menuItems|posSettings|sessions|users","auditEvents|meta|posSettings|sessions","true","true","","resolved","backend/modules/tables/table-lock.handlers.js",""
"POST /api/tables/lock/force-release","tables.lockForceRelease","sales","catalog","posSettings|integration","auditEvents|integration|menuItems|posSettings|sessions|users","auditEvents|meta|posSettings|sessions","true","true","approve_room_change","resolved","backend/modules/tables/table-lock.handlers.js",""
"POST /api/payments/table","payments.table","payments","catalog|crm","posSettings|integration","auditEvents|integration|menuItems|payments|posSettings|sessions|smartCustomers|users","auditEvents|integration|meta|payments|posSettings|sessions","true","true","collect_payments","resolved","backend/modules/payments/payments.handlers.js",""
"POST /api/payments/free-split","payments.freeSplit","payments","","","","","true","true","collect_payments","resolved","backend/modules/payments/payments.handlers.js",""
"POST /api/reports/payment-movement/reprint","reports.paymentMovementReprint","payments","catalog|operations","posSettings|integration","auditEvents|integration|menuItems|posSettings|printSpoolJobs|sessions|users","auditEvents|integration|meta|printSpoolJobs|sessions","true","true","","resolved","backend/modules/payments/payments.handlers.js",""
"POST /api/reports/payment-movement/fiscal/verify","reports.paymentMovementFiscalVerify","fiscal","catalog|payments","posSettings","auditEvents|menuItems|payments|posSettings|sessions|users","auditEvents|meta|sessions","true","true","fiscal_operations","resolved","backend/modules/payments/payments.handlers.js",""
"POST /api/reports/payment-movement/fiscal/issue","reports.paymentMovementFiscalIssue","fiscal","catalog|payments","posSettings|integration","auditEvents|integration|menuItems|payments|posSettings|sessions|users","auditEvents|meta|sessions","true","true","fiscal_operations","resolved","backend/modules/payments/payments.handlers.js",""
"POST /api/reports/payment-movement/fiscal/void","reports.paymentMovementFiscalVoid","fiscal","catalog|payments","posSettings","auditEvents|menuItems|payments|posSettings|sessions|users","auditEvents|meta|sessions","true","true","","resolved","backend/modules/payments/payments.handlers.js",""
"POST /api/payments/ticket","payments.ticket","payments","catalog|crm","posSettings|integration","auditEvents|integration|menuItems|payments|posSettings|sessions|smartCustomers|users","auditEvents|meta|payments|sessions","true","true","collect_payments","resolved","backend/modules/payments/pay-ticket.handlers.js",""
"POST /api/tables/counter/orders/collect","payments.counterCollect","payments","catalog","posSettings","auditEvents|menuItems|meta|payments|posSettings|sessions|users","auditEvents|meta|payments|sessions","true","true","collect_payments","resolved","backend/modules/counter/counter.handlers.js",""
"POST /api/fiscal/command","fiscal.command","fiscal","catalog","posSettings","auditEvents|menuItems|posSettings|sessions|users","auditEvents|meta|sessions","true","true","fiscal_operations","resolved","backend/modules/fiscal-pos/fiscal.handlers.js",""
"POST /api/smart/customers","smart.customers","crm","payments","","auditEvents|payments|sessions|smartCustomers|users","auditEvents|meta|payments|sessions|smartCustomers","true","true","","resolved","backend/modules/smart/smart.handlers.js",""
"POST /api/smart/customers/upsert","smart.customerUpsert","crm","payments","","auditEvents|payments|sessions|smartCustomers|users","auditEvents|meta|payments|sessions|smartCustomers","true","true","manage_smart_customers","resolved","backend/modules/smart/smart.handlers.js",""
"POST /api/smart/customers/delete","smart.customerDelete","crm","payments","","auditEvents|payments|sessions|smartCustomers|users","auditEvents|meta|payments|sessions|smartCustomers","true","true","manage_smart_customers","resolved","backend/modules/smart/smart.handlers.js",""
"POST /api/smart/card/read","smart.cardRead","crm","","","auditEvents|sessions|users","auditEvents|meta|sessions","true","true","","resolved","backend/modules/smart/smart.handlers.js",""
"POST /api/smart/cash/beach-entry","smart.beachEntry","crm","payments","","auditEvents|payments|sessions|smartCustomers|users","auditEvents|meta|payments|sessions|smartCustomers","true","true","manage_smart_customers","resolved","backend/modules/smart/smart.handlers.js",""
"POST /api/smart/card/detected","smart.cardDetected","crm","","","","","true","true","","resolved","backend/server.js",""
"POST /api/smart/customers/recharge","smart.customerRecharge","crm","catalog|payments","posSettings","auditEvents|menuItems|payments|posSettings|sessions|smartCustomers|users","auditEvents|meta|payments|sessions|smartCustomers","true","true","manage_smart_customers","resolved","backend/modules/smart/smart.handlers.js",""
"POST /api/smart/non-fiscal","smart.nonFiscal","crm","payments","","auditEvents|payments|sessions|smartCustomers|users","auditEvents|meta|payments|sessions|smartCustomers","true","true","manage_smart_customers","resolved","backend/modules/smart/smart.handlers.js",""
"POST /api/audit/events","audit.events","audit","","","auditEvents|sessions","meta|sessions","false","true","","resolved","backend/modules/reports/reports.handlers.js",""
"POST /api/audit/events/delete","audit.eventDelete","audit","","","auditEvents|sessions","auditEvents|meta|sessions","true","true","manage_users","resolved","backend/modules/reports/reports.handlers.js",""
"POST /api/reports/sales","reports.sales","sales","","","sessions","meta|sessions","false","true","","resolved","backend/modules/reports/reports.handlers.js",""
"POST /api/reports/handheld-session","reports.handheldSession","payments","","","sessions","meta|sessions","false","true","","resolved","backend/modules/reports/reports.handlers.js",""
"POST /api/reports/handheld-session/cash/open","reports.handheldCashSessionOpen","payments","","","auditEvents|sessions","auditEvents|meta|sessions","true","true","","resolved","backend/modules/reports/reports.handlers.js",""
"POST /api/reports/handheld-session/cash/close","reports.handheldCashSessionClose","payments","","","auditEvents|sessions","auditEvents|meta|sessions","true","true","","resolved","backend/modules/reports/reports.handlers.js",""
"POST /api/reports/handheld-session/print","reports.handheldSessionPrint","payments","catalog","posSettings","auditEvents|menuItems|posSettings|sessions|users","auditEvents|meta|sessions","true","true","","resolved","backend/modules/reports/reports.handlers.js",""
"POST /api/reports/non-fiscalized","reports.nonFiscalized","fiscal","payments","","auditEvents|payments|sessions|users","auditEvents|meta|sessions","false","true","","resolved","backend/server.js",""
"POST /api/sales/sessions/status","sales.sessionStatus","sales","","","auditEvents|saleSessions|sessions|solarClosures|users","auditEvents|meta|sessions|solarClosures","true","true","","resolved","backend/modules/sales-sessions/sales-sessions.handlers.js",""
"POST /api/sales/sessions/open","sales.sessionOpen","sales","","","auditEvents|saleSessionTemplates|saleSessions|sessions|solarClosures|users","auditEvents|meta|saleSessions|sessions|solarClosures","true","true","manage_sale_sessions","resolved","backend/modules/sales-sessions/sales-sessions.handlers.js",""
"POST /api/sales/sessions/close","sales.sessionClose","sales","","","auditEvents|saleSessions|sessions|solarClosures|users","auditEvents|meta|sessions|solarClosures","true","true","manage_sale_sessions","resolved","backend/modules/sales-sessions/sales-sessions.handlers.js",""
